ID,GioiTinh,KhuVuc,ThuNhap,FIT1,FIT2,FIT3,FIT4,CAR1,CAR2,CAR3,CAR4,REP1,REP2,REP3,REP4,COS1,COS2,COS3,COS4,SOC1,SOC2,SOC3,SOC4,COM1,COM2,COM3,COM4,LOC1,LOC2,LOC3,LOC4,DEC1,DEC2,DEC3,DEC4
190,1,0,1,4,4,4,3,5,4,4,5,3,2,4,3,4,4,5,4,2,3,3,2,3,3,3,4,4,4,3,5,4,4,4,4
191,1,0,1,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,1,2,2,2,3,4,4,5,2,2,4,4
192,1,0,1,4,4,4,4,5,5,5,5,3,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,5,4
193,1,0,1,3,4,4,5,4,5,5,5,4,5,4,5,3,4,4,4,2,3,2,3,4,3,4,4,2,3,2,3,3,3,2,2
194,1,0,1,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,5,4
195,1,0,1,4,4,4,5,5,5,5,5,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4
196,1,0,1,4,4,4,4,4,5,5,4,3,3,3,3,5,5,5,5,3,3,2,3,4,3,4,4,4,5,5,4,3,4,4,4
197,1,0,2,5,4,4,4,5,5,4,4,4,5,5,5,3,3,2,3,3,3,4,3,4,5,4,4,4,3,4,3,4,4,3,4
198,1,0,2,5,5,5,4,5,5,5,5,4,4,4,3,5,5,5,4,4,4,5,5,5,4,3,4,4,4,4,4,5,4,5,4
199,1,0,2,4,4,4,3,4,4,4,4,3,3,4,3,5,5,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4
200,1,0,2,5,4,4,4,3,4,5,4,4,3,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,5,4,4,3,4
201,1,0,2,4,4,5,4,4,4,4,5,5,3,3,4,5,5,4,5,4,5,4,4,4,4,5,3,4,4,4,3,5,4,5,5
202,1,0,2,4,4,5,5,5,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4
203,1,0,2,4,5,4,5,4,5,5,4,4,4,3,3,3,3,3,4,4,5,5,5,4,4,4,3,3,3,3,3,4,4,5,4
204,1,0,2,5,4,4,5,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,3,3,4,3,4,5,3,4,4,4,4,4,4
205,1,0,2,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,4,4,4
206,1,1,2,3,4,4,3,5,4,5,5,4,4,4,4,4,3,3,3,4,3,5,5,3,4,5,4,4,4,3,3,3,3,3,4
207,1,1,2,4,3,4,4,5,4,5,4,4,3,4,4,4,4,4,4,3,5,3,4,4,3,3,4,4,3,3,3,4,4,4,5
208,1,1,2,4,4,4,5,5,4,4,4,5,5,4,4,3,2,4,3,5,5,5,5,4,4,4,4,3,3,3,4,4,4,4,5
209,1,1,2,4,4,4,4,5,5,4,5,5,5,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,5,4,4,4,4,4,4
210,1,1,2,5,5,5,5,5,4,5,5,4,5,4,4,3,4,3,4,5,4,3,5,4,4,4,5,4,4,3,4,5,5,5,5
211,1,1,2,4,4,4,3,5,4,5,5,4,4,4,4,3,4,4,3,3,4,5,4,4,3,3,4,3,4,4,4,4,5,4,4
212,1,1,2,3,5,4,4,4,4,4,5,5,4,4,5,4,5,5,4,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,4
213,1,1,2,4,5,5,4,4,5,4,4,4,4,4,4,3,2,3,3,3,3,3,2,4,3,4,4,3,4,4,3,4,4,4,4
214,1,1,2,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,5,4,5,5,3,3,2,3,4,4,3,3,4,3,4,3
215,1,1,2,4,4,4,4,5,5,5,5,3,4,4,5,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,3,4,5,4,5
216,1,1,2,3,4,3,3,5,5,5,5,4,3,4,4,4,4,4,4,4,5,5,5,3,4,4,4,4,5,5,5,4,4,4,4
217,1,1,2,5,4,5,5,5,5,4,4,3,4,4,4,4,3,3,4,3,4,4,4,2,3,3,2,3,4,3,4,4,3,4,4
218,1,1,2,4,4,4,4,5,5,4,5,4,3,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,5,4,4,4
219,2,1,2,4,4,5,5,5,5,5,4,4,4,3,4,3,2,3,3,5,3,3,4,3,3,4,3,3,3,3,3,4,3,4,4
220,2,1,2,4,4,3,3,4,3,4,3,3,2,3,2,4,4,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3
221,2,1,2,5,5,4,5,4,3,4,5,3,3,4,2,5,4,4,5,3,3,3,3,4,5,5,5,4,3,3,3,5,4,5,5
222,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4
223,2,1,2,5,4,5,5,3,4,4,4,5,4,4,5,3,3,3,3,3,2,2,3,5,4,4,4,4,4,3,4,3,3,4,4
224,2,1,2,5,3,4,4,5,3,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4
225,2,1,2,5,4,5,4,4,4,3,4,3,4,3,3,5,4,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3
226,2,1,2,5,5,5,5,5,4,4,5,4,4,5,5,4,4,4,5,3,4,4,4,3,3,3,3,5,4,4,4,4,4,4,5
227,2,1,2,3,3,3,3,4,5,4,5,3,4,4,4,4,3,4,4,4,4,3,4,5,5,4,4,4,4,4,3,4,4,3,4
228,2,1,2,5,4,4,4,5,5,5,5,4,4,3,4,4,4,4,3,3,3,3,4,2,4,2,3,3,3,4,3,3,4,4,4
229,2,1,2,4,4,3,3,4,4,5,5,5,5,5,4,4,4,4,4,3,3,2,2,3,3,3,3,5,5,5,5,4,4,4,4
230,2,1,2,2,3,2,2,3,3,4,3,4,4,5,4,4,4,3,3,3,3,3,2,4,3,3,4,3,3,3,4,3,2,3,3
231,2,1,2,4,5,4,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,3,3,4,3,4,4,5,5
232,2,1,2,4,5,5,5,4,4,4,3,5,4,4,4,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,4,4,5,5,4
233,2,1,2,4,5,5,5,5,5,4,5,3,3,4,3,4,4,4,4,4,5,4,5,3,3,3,3,4,4,4,4,5,5,4,5
234,2,1,2,4,5,5,4,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,5,4,5
235,2,1,2,4,5,5,4,5,4,5,5,3,4,3,4,3,4,4,3,4,4,3,4,4,5,4,5,4,5,4,4,4,4,4,4
236,2,1,2,4,4,4,5,4,5,5,4,4,4,4,5,4,3,4,4,3,3,4,2,3,5,4,4,4,4,4,4,4,4,5,5
237,2,1,2,4,5,5,4,4,4,3,4,5,5,4,5,4,3,3,4,4,4,4,4,4,4,3,4,5,3,3,4,4,4,4,4
238,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,5,4,4,3,3,3,3,4,4,4,4,4,4,4,5
239,2,1,2,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,5,5,5,4,3,4,4,4,4,4,4
240,2,1,2,3,4,3,3,4,3,4,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,3,2,4,4,3,5,4,4,4,4
241,2,1,2,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,5,4,4,3,3,4,5,4,4,4,4,4,4
242,2,1,2,4,5,5,5,4,4,5,5,5,5,4,4,3,3,4,3,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4
243,2,1,2,3,4,2,3,4,4,4,4,4,4,3,3,4,4,4,4,3,2,3,2,4,3,4,3,3,3,3,3,3,3,3,3
244,2,1,2,5,4,4,3,3,4,3,3,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,3,3,2,4,3,3,4
245,2,1,2,4,3,4,4,5,5,4,5,4,4,3,4,4,5,3,4,4,3,4,3,4,4,3,3,3,3,3,2,3,4,3,4
246,2,1,2,5,5,5,4,4,5,4,4,4,5,4,3,4,4,3,4,3,4,4,5,4,4,3,4,4,3,3,2,5,4,4,4
247,2,1,2,4,4,4,3,4,4,4,5,4,3,3,4,3,4,4,4,3,4,3,4,4,4,5,5,4,3,4,4,3,4,4,4
248,2,1,2,5,5,4,5,4,5,5,4,4,4,5,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,3,3,4,4,5,4
249,2,1,2,5,5,4,4,5,5,5,5,3,3,4,3,3,3,3,3,2,3,2,2,5,4,4,5,3,5,4,4,4,4,4,5
250,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4,4,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,5
251,2,1,2,3,3,3,4,5,4,4,4,4,4,5,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4
252,2,1,2,5,5,5,5,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,3,4,4,5,4,3,4,4,4,4,4
253,2,1,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,3,3,3,4,3,3,4,4,5,4,4,4
254,2,1,2,4,3,4,3,4,4,4,5,4,2,3,3,4,4,4,4,4,4,4,3,4,3,4,5,4,4,3,5,3,3,2,3
255,2,1,2,4,3,4,4,5,4,4,3,3,4,3,3,4,4,5,3,5,5,4,4,4,4,4,4,3,3,3,3,3,4,4,3
256,2,1,2,4,4,4,4,5,5,4,5,5,4,4,5,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4
257,2,1,2,5,5,4,4,5,4,4,5,3,3,3,3,4,3,3,4,4,3,3,4,4,3,4,3,5,5,5,5,4,4,4,4
258,2,1,2,4,5,5,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,5,4,3,4,4,4,3,4,5,4
259,2,1,2,4,3,4,4,3,4,3,4,3,3,3,4,4,3,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4
260,2,1,2,3,4,3,3,4,5,5,5,2,3,4,4,3,4,2,3,4,4,3,3,4,4,3,4,5,5,5,4,3,3,3,3
261,2,1,2,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4
262,2,1,2,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4
263,2,1,2,4,4,4,4,5,4,5,4,4,3,3,2,4,4,4,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4
264,2,1,2,5,4,5,5,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,5,4,3,3,3,3,4,4,4,4
265,2,1,2,4,4,4,4,3,3,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4
266,2,1,2,3,5,4,5,4,3,4,3,4,4,4,4,5,4,4,5,3,3,3,4,3,4,3,3,3,3,3,4,3,4,4,3
267,2,1,2,4,4,4,4,5,5,5,5,4,4,5,4,4,4,5,5,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,4
268,2,1,2,3,3,3,3,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4
269,2,1,2,4,5,4,5,4,4,5,5,4,3,4,4,4,3,3,2,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4
270,2,1,2,4,4,3,4,4,4,4,4,4,5,4,4,5,4,4,4,3,2,3,3,4,3,4,3,5,5,4,4,4,5,4,4
271,2,1,2,4,5,4,4,5,5,5,5,4,3,4,3,5,4,4,4,2,3,2,3,3,4,4,3,4,4,5,4,4,4,4,3
272,2,1,2,4,4,4,3,4,4,4,3,5,5,4,5,3,3,4,4,3,3,4,3,5,5,4,4,5,5,5,5,4,3,4,4
273,2,1,2,5,4,5,5,4,5,4,4,4,3,4,3,4,3,4,4,3,2,2,3,2,2,3,3,4,4,4,4,5,5,4,4
274,2,1,2,4,4,5,5,4,4,5,5,3,4,4,3,5,5,5,5,3,4,4,3,5,4,4,5,4,4,4,4,5,5,5,5
275,2,1,2,5,4,4,4,5,5,5,5,3,3,4,3,4,5,4,4,4,3,4,3,4,3,4,4,4,3,5,4,5,4,5,5
276,2,1,2,5,5,5,5,5,5,4,5,4,4,4,5,3,3,3,3,4,4,3,4,3,3,3,3,4,3,5,4,4,4,4,4
277,2,1,2,3,4,3,4,5,5,5,4,4,5,4,4,5,5,4,5,3,4,3,3,3,3,3,3,4,5,4,4,5,4,5,4
278,2,1,2,4,5,5,4,4,4,4,4,5,4,4,4,5,5,4,5,3,4,3,3,2,2,3,3,3,4,4,4,4,5,5,5
279,2,1,2,5,4,4,5,4,4,5,4,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,5,4,5,5
280,2,1,2,2,3,4,3,5,5,4,5,4,3,3,3,5,4,5,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,3,4
281,2,1,2,4,3,3,3,4,3,5,4,3,3,2,3,4,3,4,3,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4
282,2,1,2,4,3,3,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,4,4,5,4,4,3,4,4,3,3,4,3,4
283,2,1,2,4,3,4,4,4,4,3,5,5,5,5,5,3,3,3,3,3,2,4,3,4,4,4,4,4,4,3,3,5,4,4,4
284,2,1,2,4,4,4,3,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,5,5,4,4
285,2,1,2,4,5,5,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,5,4,5,4,4,4,4,4,4
286,2,1,2,3,4,4,4,5,5,5,5,4,4,4,5,3,4,4,4,4,5,4,4,4,3,4,4,4,3,4,4,4,3,4,5
287,2,1,2,4,4,5,5,4,3,3,3,5,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4
288,2,1,2,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,3,5,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5
289,2,1,2,4,4,4,4,4,5,5,4,4,5,4,4,4,3,4,5,4,4,4,4,4,3,4,3,3,5,3,4,5,4,5,4
290,2,1,2,4,4,4,4,5,5,5,5,4,5,4,5,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,5,4,5,4
291,2,1,2,3,4,3,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,4,3,4,4,3,4,5,5,4,4,4,3,4,4
292,2,1,2,5,5,5,4,4,4,3,3,4,4,4,4,3,3,3,4,4,5,5,4,4,4,4,4,4,3,4,3,4,3,4,3
293,2,1,2,5,4,5,5,4,4,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,5,5,5,5,3,4,4,4
294,2,1,2,5,5,5,5,5,5,5,5,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5
295,2,1,2,4,4,3,3,4,3,4,3,4,4,4,4,4,5,5,4,3,3,3,3,4,4,5,5,3,3,3,3,4,4,4,4
296,2,1,2,5,5,5,5,4,5,5,4,3,2,3,2,4,4,4,4,5,4,4,4,3,3,3,4,4,5,5,4,4,4,4,4
297,2,1,2,3,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4,5,5,4,5,5,5,3,5,4,4
298,2,1,2,4,5,5,4,5,5,5,4,5,4,4,4,3,3,3,3,3,3,3,2,5,4,4,5,4,2,3,3,3,4,4,3
299,2,1,2,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4
300,2,1,2,5,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,5,4
301,2,1,2,5,4,5,4,3,4,3,3,3,4,4,3,4,4,4,4,3,3,4,3,5,4,4,4,4,4,4,4,3,3,3,4
302,2,1,2,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,5,5,5,3,4,4,4
303,2,1,2,3,4,4,4,4,4,4,5,4,4,4,4,2,3,3,4,3,3,3,4,5,4,5,5,5,5,5,5,3,4,4,4
304,2,1,2,3,4,4,4,5,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,3,3
305,2,1,2,3,4,3,5,5,4,4,3,3,3,3,3,5,4,5,5,4,4,3,3,5,5,5,5,3,2,2,3,3,3,4,4
306,2,1,2,3,3,3,3,4,5,4,5,3,3,4,4,4,3,3,3,4,4,4,4,4,5,5,4,5,4,5,4,4,4,3,4
307,2,1,2,4,5,5,4,5,4,5,4,3,3,2,3,2,3,3,3,3,3,3,2,4,3,4,4,4,3,4,4,4,4,3,4
308,2,1,2,4,4,3,4,5,4,4,5,4,5,5,5,4,5,4,4,3,4,3,3,4,3,3,3,4,4,4,3,4,4,4,3
309,2,1,2,5,4,4,4,4,5,4,5,3,4,5,4,3,4,4,4,5,4,5,4,3,4,4,3,4,4,4,5,5,5,5,4
310,2,1,2,4,5,4,4,4,5,5,4,3,4,4,4,3,2,4,3,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4
311,2,1,2,5,4,4,5,5,4,4,5,3,3,3,3,5,5,5,5,3,5,4,4,3,3,3,4,2,3,2,3,4,4,5,4
312,2,1,2,4,4,4,4,5,4,4,5,4,4,3,3,4,4,5,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,4,3
313,2,1,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,5,4,4
314,2,1,2,4,4,4,4,4,5,5,4,3,4,3,3,4,4,4,4,4,5,5,4,4,4,4,5,4,2,3,3,4,4,4,4
315,2,1,2,3,4,4,4,3,4,4,5,4,4,4,3,3,4,3,4,2,3,3,3,5,4,4,4,3,4,4,4,4,4,3,3
316,2,1,2,4,4,4,4,5,5,5,5,4,4,5,4,2,2,2,2,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4
317,2,1,2,4,5,4,4,5,5,5,5,4,4,4,4,4,4,5,4,3,3,3,4,4,5,4,5,5,4,4,5,5,5,5,5
318,2,1,2,3,4,3,4,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,3,3,4,4,3
319,2,1,2,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,3,3,4,3,4,2,3,3,5,5,4,4,4,4,5,4
320,2,1,2,4,4,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3
321,2,1,2,4,5,4,4,4,5,5,4,3,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,4,4,3,4,3,3,4,4
322,2,1,2,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,5,3,4,4,4,3,2,3,3,4,4,4,4,5,4,4,4
323,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,5,4,4,4
324,2,1,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,5,4,5,4,4,3,3,4,3,3,3,4,4,3
325,2,1,2,4,4,4,4,4,5,3,4,4,4,4,5,4,4,5,4,4,4,4,3,4,3,3,3,2,3,3,3,3,3,3,3
326,2,1,2,4,5,5,4,4,4,4,3,5,5,5,5,4,5,4,4,4,3,4,3,3,3,3,3,3,4,3,4,5,5,4,5
327,2,1,2,3,4,4,4,4,4,4,4,5,5,4,5,4,4,4,5,3,4,4,4,3,3,3,3,5,4,5,5,4,4,4,4
328,2,1,2,5,5,5,4,4,5,4,3,5,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,5,3,4,3
329,2,1,2,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,5,4,4,3,4,5
330,2,1,2,5,4,4,5,4,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,5,4,5,5,3,4,3,4
331,2,1,2,5,4,4,5,4,4,4,4,3,2,3,3,4,4,4,4,3,3,4,3,3,4,3,3,3,4,2,4,3,4,3,4
332,2,1,2,4,4,4,3,4,3,5,4,5,5,4,5,3,3,4,3,3,3,3,4,5,4,4,4,4,4,4,4,4,3,4,4
333,2,1,2,5,4,5,5,3,4,4,4,3,4,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,4,4,4,4
334,2,1,2,5,4,5,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,4,4,4,4,3,3,3,5,4
335,2,1,2,3,4,4,2,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,3,4,3,3,5,4,4,4
336,2,1,2,3,4,3,3,5,5,5,4,3,3,3,3,4,4,3,4,3,3,2,3,3,3,4,3,4,4,4,4,4,3,3,4
337,2,1,2,4,5,5,4,3,4,4,4,5,5,5,5,4,3,3,3,3,3,4,3,4,4,3,3,4,4,3,4,4,5,4,4
338,2,1,2,3,4,3,4,4,3,3,4,5,5,4,4,3,4,4,4,5,4,4,4,3,3,4,3,4,5,4,4,4,4,4,4
339,2,1,2,4,4,4,5,4,4,4,4,4,5,5,4,3,3,3,3,3,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4
340,2,1,2,5,5,5,5,4,3,3,4,4,3,4,3,5,5,5,5,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4
341,2,1,2,5,5,4,4,5,4,4,4,4,3,3,4,4,5,4,5,4,3,3,3,3,3,4,4,3,4,2,3,4,4,4,4
342,2,1,2,4,4,5,4,4,4,5,5,4,5,5,5,4,5,4,3,3,3,4,3,5,4,3,4,4,2,4,3,4,4,5,5
343,2,1,2,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,5,5,4,3,3,4,3
344,2,1,2,5,5,5,5,5,5,5,5,4,5,4,3,4,3,3,3,4,5,4,4,4,3,3,4,5,5,4,4,5,5,4,4
345,2,1,2,5,5,5,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,5,4,4,4,4,4,3
346,2,1,2,4,4,4,5,3,3,3,4,4,5,4,5,4,3,4,3,4,5,5,4,3,3,4,4,3,4,3,3,4,4,4,4
347,2,1,2,5,5,5,5,4,3,3,4,4,4,4,4,4,3,3,4,5,5,5,5,4,4,4,4,3,2,4,4,3,4,4,4
348,2,1,2,4,3,4,4,4,5,4,5,3,4,4,3,4,4,4,5,4,3,3,4,3,3,2,3,4,2,3,4,3,4,5,4
349,2,1,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3,4,4,3,4,3,4,3,2,3,3,3,3,4
350,2,1,2,4,4,5,5,3,4,4,4,3,3,2,4,4,5,4,4,5,4,5,5,4,4,4,3,3,4,5,4,4,4,5,4
351,2,1,2,4,4,4,5,4,5,5,5,4,2,4,3,5,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,3
352,2,1,2,3,3,3,4,4,4,4,3,4,5,5,4,4,4,4,5,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4
353,2,1,2,3,5,5,5,4,4,4,4,4,3,4,4,3,3,3,3,2,2,3,3,4,3,4,4,4,4,4,4,4,4,5,4
354,2,1,2,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,5,2,3,2,3,3,3,4,4,5,4,5,5,4,4,4,4
355,2,1,2,4,4,4,4,4,4,5,4,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,3,5,4,5,5,4,5,5,5
356,2,1,2,3,4,3,3,5,5,5,5,4,4,3,4,3,3,3,4,3,2,4,3,4,4,4,3,4,3,4,5,4,4,4,4
357,2,1,2,5,4,4,4,5,5,5,4,5,5,4,4,5,5,4,5,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4
358,2,1,2,4,4,3,3,5,5,5,5,5,5,4,5,4,5,4,5,3,3,2,2,3,3,4,4,3,2,3,3,4,5,5,4
359,2,1,2,4,5,4,5,4,3,4,4,4,4,4,4,3,3,3,3,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4
360,2,1,2,5,5,5,5,5,5,5,4,4,4,3,4,5,4,5,4,4,4,4,3,4,3,4,3,5,5,5,5,4,4,5,4
361,2,1,2,5,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,3,3,3,3,5,5,4,5
362,2,1,2,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,5,4,4,4,4,5,4,4
363,2,1,2,4,4,3,3,3,4,3,3,5,5,3,4,5,5,5,5,4,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4
364,2,1,2,3,2,4,3,5,5,5,5,5,4,4,5,4,5,4,4,4,3,3,4,4,5,4,4,2,3,3,2,4,4,4,4
365,2,1,2,5,4,5,5,4,4,5,4,5,4,4,4,3,4,4,3,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4
366,2,1,2,4,3,4,4,4,5,4,5,3,4,3,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,5,4,5,4,4
367,2,1,2,4,5,4,5,4,3,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4
368,2,1,2,5,5,5,5,5,4,5,5,3,4,4,4,4,5,5,4,3,2,3,4,5,5,4,4,4,3,4,4,5,4,4,4
369,2,1,2,4,4,4,4,4,3,4,4,5,4,4,4,2,3,3,3,4,4,4,3,4,5,5,5,3,3,4,3,3,4,4,4
370,2,1,2,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,5,3,4,2,3,4,5,4,4,3,5,4,3,4,5,4,5
371,2,1,2,3,2,3,3,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,4,3,4,4,4,4,4,4,4,3,4,3
372,2,1,2,4,5,5,5,5,5,5,5,5,4,4,5,3,3,4,3,2,3,3,2,4,4,4,4,4,4,3,4,5,4,4,4
373,2,1,2,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,5,4,5,3,4,4,4,4,4,4,4
374,2,1,2,4,4,3,5,5,5,5,5,3,3,2,3,3,3,4,3,4,4,4,4,3,3,3,3,4,5,3,4,4,4,4,4
375,2,1,2,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,3,3,4,3,4,4,5,5,4,4,4,4,5,4,4,4
376,2,1,2,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,3,3,3,3,4,5,4,4,4,3,3,3,4,4,4,4
377,2,1,2,4,4,3,3,4,3,3,3,4,4,4,4,5,4,5,5,4,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4
378,2,1,2,4,4,4,3,5,5,5,4,5,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4
379,2,1,2,4,4,4,3,4,5,4,4,4,5,4,4,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4
380,2,1,2,4,5,4,4,4,5,5,4,5,4,5,5,4,3,3,3,4,5,4,3,3,3,3,3,4,4,5,4,5,5,5,5
381,2,1,2,4,4,4,4,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,5
